4.098648716272037262e+01,1.085911195427902953e+02,3.409149927722052720e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.747737850770348444e+01,7.554604633720244067e+01,-4.787532476583758800e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.164144726848890343e+01,9.906428747021296033e+01,-2.650390465402918228e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.346437717145863644e+01,1.649710853669028552e+02,-2.357772174921302089e+00,5.854750526788865983e+00,8.477198312773552402e+01
1.784648223604303396e+01,9.553185864085693879e+01,7.826436883505605735e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.858439951026895187e+01,1.070245731113612919e+02,1.263751040632294043e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.440597030597915662e+00,4.020710655399153666e+01,-9.510375422206898577e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.014750283206410586e+02,1.266553544673307670e+02,2.855847782151444747e+00,3.564248519550550220e+00,7.967976748904951023e+01
4.409679657926786689e+01,1.452195907453204313e+02,1.906778740429322661e-01,5.822755111497433411e+00,7.626211555455992652e+01
4.481048332823846891e+01,7.349147956894286438e+01,-4.829011789468419524e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.637904536278075085e+00,8.033270729957866507e+00,7.834172762301755633e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.779845081013913699e+00,2.359144386427557549e+01,-2.783358914203916967e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.908874054765934503e+01,9.087424433318517458e+01,3.011317393114405494e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.530872575574832695e-02,1.089023067539988432e+01,8.924046329002424116e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.083933038534539151e+01,3.041761494516041964e+01,4.058729054228046529e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124241970969329962e+01,4.569458793796538032e+01,8.074239241088511321e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.263892653908319375e+01,1.304136740915422479e+02,-4.616189394896407644e-02,5.891026895699686960e+00,8.680354757303969393e+01
1.036911463257776802e+02,1.278858552535949826e+02,2.412872391658557325e-01,3.604656577992983557e+00,7.285077610324357522e+01
4.558850848747557905e+01,1.389233599845723290e+02,-1.672044972914422001e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.365058867333836901e+01,1.058510329883421264e+02,2.002014542761846538e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.558080452532813354e+01,1.002994013560568902e+02,-2.591248408849178286e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.557339485761070819e+01,1.256898819608553595e+02,-1.836933595305949796e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.433587778330670304e+00,3.311326556497069618e+01,3.766797299692365186e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.040569788045893063e+01,3.701724612826772898e+01,4.047351283914759179e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.121131859830818733e+01,2.870267526605817920e+01,-4.597138463219852866e+00,2.549999999999999822e+00,6.000929737183523116e+01
3.818373680922886138e+01,8.975839333073666637e+01,7.230454056484894920e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.329492116138972690e+01,1.206754939727603215e+01,1.608528147227419103e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.171923769499142409e+01,2.932033706780433491e+01,6.711333616485594789e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.045130303129040428e+00,3.490813141670327013e+01,1.516133234420382614e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.218556267876613930e+01,7.962533873016300845e+01,1.346522467871799911e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.547401235280170084e+01,1.868771876438777326e+02,1.480681467783394600e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278462538062701270e+01,6.104519969303704841e+01,-1.460830959441821619e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.026054550340029792e+01,3.432969235272970820e+01,5.490987287307296683e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.472999374570516906e+01,2.130784822949402724e+01,8.090045008889001465e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.395063858158590797e+00,4.727603462308906046e+01,2.905877021080517153e+00,3.980844998715932448e+00,5.462892233872140224e+01
9.612122420527974498e+00,5.257504350007596372e+01,3.660286028723403717e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.093620644433353561e+02,1.443266726125775961e+02,1.721811716476063125e+00,3.600638145938682477e+00,7.208014335077169221e+01
4.847929035469412895e+00,3.878418306845078689e+01,2.402749754707470231e+01,2.802019121351371211e+00,6.821156182534396351e+01
3.698125163344114696e+01,8.497414452300824905e+01,-5.710449849916622078e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.259236529171727526e+01,2.188386346588195153e+01,-2.952628944802303934e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.462257913637289519e+00,2.538361591843194986e+00,-7.521851628727945993e+00,3.049999999999999822e+00,6.412924572305470861e+01
4.848843802585300011e+01,9.170027506115401650e+01,1.898798363673340539e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.928613679624581323e+01,5.717323853882506057e+01,6.201855904039441647e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.532627756349124404e+01,8.881335356021611460e+01,-6.262669367692974554e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.405035691125588926e+01,4.614337187802786389e+01,6.931399807416605441e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.425389766478278197e+00,2.808789614756635800e+01,-2.434979476236446061e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.382476131588070700e+00,2.300313699930100242e+01,7.231613622825164178e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.191573599695954044e+01,7.850049544413977287e+01,4.222012519284183085e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.502033955393998355e+01,7.318285162218320750e+01,9.247800772942065262e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.577199089543363186e+00,2.663046618580722225e+00,3.982865917086878760e+00,2.867711132969865684e+00,5.978338468794605376e+01
6.268518938630268167e+01,1.217891303716661753e+02,1.949358792254376471e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.709991433449832243e+01,1.220024036761652724e+02,4.888403373869329549e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.412590006019165401e+00,9.238774215604301787e+01,1.247190460751514962e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.178048863594668205e+00,2.193952780359930088e+01,4.509014059975630317e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.505159420231584022e+01,1.901530115084918009e+02,-4.723237532070901246e+00,5.762972450878757869e+00,8.892810319177242206e+01
7.109880032041125730e+01,9.763838950978799858e+01,3.245493556521073658e-02,0.000000000000000000e+00,0.000000000000000000e+00
